id;name;address;ext_id;ext_name;ext_address;
4504127908427690;А-Сретенка, салон красоты;Сретенский бульвар, 6/1;54bf87aa498eb69b3650e01e;Военно-воздушный атташе Республики Перу;Проспект Мира, 74;
4504127908427690;А-Сретенка, салон красоты;Сретенский бульвар, 6/1;5190f038498e6d8aaed436e1;Цветочный бутик Аллы Леоновой;Бобров Переулок Дом 2;
4504127908427690;А-Сретенка, салон красоты;Сретенский бульвар, 6/1;51e18f69498e9a3f6ad69d40;Бобров, 2, В Арке;Бобров переулок, 2;
4504127908976470;Кампанелло, кафе;Зеленодольская, 43а;4be448d02468c9282f8afe42;Кампанелло;Зеленодольская ул., 43а;
4504128908449310;Александрия, студия маникюра и косметических услуг;Хачатуряна, вл15а;4fc4fa8de4b028e491ce5a10;АЛЕКСАНДРиЯ;ул. Хачатуряна, 15-б;
70000001007401900;8 Seconds, паб;Советская, 13;5255144211d2af1635a710e8;8 seconds pub;Советская 13;
4504127908393510;РМБМ, гостиница;Бутырская, 79;50ab9ecce4b05055ba1956b5;РМБМ;Бутырская, 79;
4504127919840660;Ломаковский музей старинных автомобилей и мотоциклов;Краснодарская, вл58;4df3705cd1649c8a28e2e8f8;Ломаковский музей старинных автомобилей и мотоциклов;ул. Краснодарская, владение 58;
4504127908348160;Art кафе, ресторан-клуб;Первомайская, 35;5495d226498efdb6a13fd9b6;Art-Кафе;Первомайская 35;
4504127908348160;Art кафе, ресторан-клуб;Первомайская, 35;4e2db570d22d3f83c8a643c7;Арт Кафе;Площадь дк слева;
70000001006939100;Бэби-клуб, сеть детских клубов раннего развития;Северный бульвар, 3 к1;5433aa4e498e1a4f90b0e98c;Беби Клуб Отрадное;Северный Бульвар 3к1;
4504127908503010;Моника-Стиль, салон красоты;Трифоновская, 55;4fb656e3e4b0ce16f19bbc3c;Моника-стиль;Трифоновская 55;
70000001017234200;Политехнический музей на ВДНХ;Мира проспект (ВДНХ), 119 пав26;534c2540498e7b6c30e38754;Экспозиция Политеха «Россия делает сама»;Проспект Мира, 119, павильон №26;
4504127921319370;Астори-1, автомойка;Байкальская, 9Б;504dfee8ebcae75780f25770;"Автомойка ""Астори-1""";Байкальская ул.,  9Б;
4504127921319370;Астори-1, автомойка;Байкальская, 9Б;516793bc498e9cc12d88d82c;ОАО Мосводоканал 11 РЭВС;Байкальская ул., д.11;
4504127921319370;Астори-1, автомойка;Байкальская, 9Б;4ee71fa62c5b5fc6ceda637c;Байкальская ул., 12;Байкальская ул., 12;
4504127908401690;Даниловская, гостиница;Большой Староданиловский пер, 5;4e68e58b2271685ed9a35e09;"Бар Гостиницы ""Даниловская""";"Гостиница ""Даниловская""";
4504127908401690;Даниловская, гостиница;Большой Староданиловский пер, 5;4ffa9197e4b0f1abbd0d9e80;Банкетная Служба Гостиницы Даниловская;Большой Староданиловский 5;
4504127908401690;Даниловская, гостиница;Большой Староданиловский пер, 5;4bc78f1f93bdeee14c8337ae;Danilovskaya Hotel Moscow;Большой Староданиловский пер., 5;
4504128908574660;Невесомость, антикафе;Союзная, 1в;50197eb0e4b08c88335b6dd9;антикафе Невесомость;ул. Союзная, д. 1В, подъезд 1, этаж 4;
4504127908457480;Раменский историко-художественный музей;Воровского, 7;4f116b8de4b0aabf17ae1304;Раменский историко-художественный музей;ул. Воровского, 7;
4504127908938830;Горячие ночи востока, ресторан;Ореховый бульвар, 31а;4f90f51ae4b08d5906e8e3cc;Горячие Ночи Востока;Ореховый бульвар д 30а;
4504127909211610;McDonald`s, сеть ресторанов быстрого питания;МКАД 24 км, 1;4ec681b5e5fa232a73f5081a;McDonald's;ТРЦ «Вегас»;
4504128908519090;Жемчужина Виктория, жилой комплекс;Энтузиастов шоссе, вл79 к5;53dbdb24498e64aeea04bfa3;Детская площадка ЖК «Жемчужина Виктории»;Проспект Ленина, 76;
4504128908519090;Жемчужина Виктория, жилой комплекс;Энтузиастов шоссе, вл79 к5;51c44770498e52a0118f3f89;"ЖК ""Жемчужина Виктории""";просп. Ленина, д.76;
4504128908526400;Тико, ресторан-гостиница;Ярославское шоссе, 55 к1;4db46cbf81543d71da454881;Тико;Ярославское ш., 55, к.1;
70000001006907100;Зубики.ру, стоматологическая клиника;Грузинский Вал, 11 ст4;5230252211d214a3606fca0e;ЗУБИКИ.РУ;Грузинский Вал 11/4;
70000001006907100;Зубики.ру, стоматологическая клиника;Грузинский Вал, 11 ст4;51654cd1e4b0c9d210e1a489;"Шоу-рум ""Камила-Вишенка""";Электрический Переулок  Д3/10 Стр3;
70000001006545000;Ваша парикмахерская, салон;Московский бульвар, 11;53a4309a498ea5554f5e66a8;Ваша парикхмахерская;Московский Бульвар, 11;
4504128908703480;Trendsetter, студия загара;Воронцово Поле, 18;5116c900e4b03863c422c2c3;TRENDSETTER;ул. Воронцово Поле, 18;
4504127916297110;THE OLDSCHOOL PUB, паб;Большой Черкасский пер, 15 ст1;4d67f272a88a6ea8d18ee972;The OldSchool Pub;Большой Черкасский пер., 15;
4504128908689150;Теремок, сеть блинных;Осенний бульвар, 12;520b5b0111d2d24c06cc59a8;Теремок;ТЦ «Крылатский»;
4504128908398360;WikiMoto Moscow, мотобутик;Бережковская набережная, 20 ст88;501383f6e4b0b96017ccd261;WIKIMOTO;Бережковская 20, стр.88;
4504127921736840;Наш Хлеб, сеть кафе-пекарен;Мичуринский проспект, 7 к1;5151da72b71be4bcca4f5949;Наш Хлеб;Мичуринский просп., 7, корп. 1;
70000001006326300;Марьина роща, детский центр искусств и творчества;Октябрьская, 58;54dcb0da498eb760c94e1085;офис Единая Россия Марьина роща;Октябрьская ,69;
4504127908535540;Людовик, салон красоты;Семёновская площадь, 1а;4f5b4415e4b05cd769242467;Салон красоты Людовик;Семеновская пл., 1а;
4504128908433860;Тайрай, сеть SPA-салонов;Малый Гнездниковский пер, 9/8 ст3а;5136e457e4b0152ea3e38f8f;ТайРай;Малый Гнездниковский пер., 9/8, стр. 3А;
4504127908550880;Prizm Tattoo Studio, студия татуировки и пирсинга;Люблинская, 171 к1а;4fa3d7a5e4b052ea28716005;prizm tattoo studio;Люблинская ул., 171 корпус 1, Москва;
4504128908785210;Bip-Service, автотехцентр;Барвиха пос, 41;4be44504d4f7c9b6f3e32320;Bip-Service;пос. Барвиха;
4504128908785210;Bip-Service, автотехцентр;Барвиха пос, 41;4f9d4f71e4b0ef2f71734e17;Мойка Bip;Барвиха;
4504127921500200;Город солнца, детский центр;Петрозаводская, 15 к5;5234692c11d2fd2770b1dafc;"Город Солнца"" детский клуб;Петрозаводская, 15 к. 5
70000001006393240;Эгоист-Тюнинг, интернет-магазин;Малая Тульская, 2/1 к24;;;
4504128908831269;Комильфо, строящийся коттеджный поселок;Комильфо кп, 111;;;
4504127920659375;Волна, парикмахерская;Дружбы, 8 к1;;;
70000001007491639;Вин Чун, клуб единоборств;Комсомольская, 19 ст3;;;
4504128908900550;Лёд, каток;Сокольнический Вал, вл1 ст1;50cc89cde4b0956d31329454;Каток «Лёд»;ПКиО ""Сокольники";;
4504127908867820;Московский Мазда-Клуб, автосервис;Верхнелихоборская, 9;4e6348d91495676d561a59df;Московский Mazda клуб;Верхнелихоборская улица, д.9;
70000001017338200;Fresco Caffe, ресторан;Фрунзенская 1-я, 8;4bcec79fcc8cd13aa2d4c4cf;Fresco / Фреско;1-я Фрунзенская, д. 8;
4504127916689660;Gipsy Bar, бар;Болотная набережная, 3 ст1;4e345642ae60d86c3ab3bf11;Парковка за Gipsy;Болотная наб.;
4504127916689660;Gipsy Bar, бар;Болотная набережная, 3 ст1;4fbde9ccc2eef212acfb5147;Volkswagen Night Club Tour point Rolling Stone Bar;Болотная наб., 3 с1,;
4504127916689660;Gipsy Bar, бар;Болотная набережная, 3 ст1;5206db5d11d2a3dd4853d332;Rolling Stone Bar;Болотная наб., 3, стр. 1;
4504127916689660;Gipsy Bar, бар;Болотная набережная, 3 ст1;50648472e4b049f7546f84c4;Chateau de Fantômas;Болотная наб., 4, стр. 3;
4504127909211590;McDonald`s, сеть ресторанов быстрого питания;Энтузиастов шоссе, 32а;4d22c5a12eb1f04dcdf202c2;McDonald's;ш. Энтузиастов, 32а;
